CHSI_County_Name,CHSI_State_Name,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare (elderly age 65+),Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
Solano,California,10,18.6,72,20.9,21.9,17.2,6.4,54843,36481,6473,81.1,53.9,1,2
Sonoma,California,9,18.2,72.5,20.7,17.1,16.6,6.3,63936,55690,8415,109.1,69.7,1,2
Stanislaus,California,5,28.2,74.6,25.4,24.6,18.7,10,89406,47608,10546,69.8,39,1,2
Sutter,California,23,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,16050,9708,1970,91.1,49.5,1,2
Tehama,California,24,-1111.1,-1111.1,18.6,-1111.1,-1111.1,3.5,11402,7981,1748,49,27.8,2,2
Trinity,California,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2158,2191,548,51.4,29.4,1,2
Tulare,California,5,34.9,73.3,24.9,22.4,18.6,9.7,100242,35233,7389,53.8,33.3,1,2
Tuolumne,California,21,23.3,-1111.1,21.3,-1111.1,21.3,5.7,8213,9865,1471,82.5,58.9,2,2
Ventura,California,2,21.5,72.9,19.5,27.7,16.1,7,130322,80262,10920,80,53.3,1,2
Yolo,California,6,20.1,76.2,13.9,-1111.1,11.4,8.3,29458,16079,2760,132.5,46,1,2
Yuba,California,8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.9,13577,6524,1836,52.1,25.3,1,2
Adams,Colorado,4,25,78.1,22.2,22,24.1,6.6,60276,31739,6515,37.8,29,1,2
Alamosa,Colorado,67,19.3,83.9,18.2,19,17.5,5.5,3261,1406,367,78.5,52.3,1,2
Arapahoe,Colorado,10,17.6,77.1,17.2,19.9,19.9,5.1,62694,41721,5524,90.3,61.6,1,2
Archuleta,Colorado,80,-1111.1,90.9,-1111.1,-1111.1,-1111.1,3.9,2149,1373,195,67.3,25.2,2,1
Baca,Colorado,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1043,950,92,98.3,24.6,2,1
Bent,Colorado,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1237,726,167,0,0,1,2
Boulder,Colorado,9,10.3,69.3,10.9,16.8,14.3,3.8,39248,26947,3711,136.6,76,1,2
Broomfield,Colorado,27,14.4,-1111.1,21.5,15.9,17.4,3.3,-2222,-2222,-2222,87.4,-2222.2,2,2
Chaffee,Colorado,59,21.4,71.2,14.3,-1111.1,21.9,5,2324,2887,347,64.8,47.1,2,2
Cheyenne,Colorado,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,471,321,26,102.4,0,2,1
Clear Creek,Colorado,37,-1111.1,-1111.1,12.9,-1111.1,-1111.1,1,1144,503,102,32.6,10.9,1,1
Conejos,Colorado,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2250,1222,252,35.2,0,1,1
Costilla,Colorado,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1042,666,199,29.2,0,1,1
Crowley,Colorado,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,889,513,133,18.5,0,2,2
Custer,Colorado,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,655,613,97,51.8,0,2,1
Delta,Colorado,49,24.5,75.8,17.8,26.9,21.8,7.4,5244,5537,690,66.8,36.7,2,2
Denver,Colorado,5,22.8,76.1,16.2,20.8,21.1,5.2,101192,57936,11503,194.1,78,1,2
Dolores,Colorado,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,349,308,62,54.7,0,1,1
Douglas,Colorado,12,11.4,77.7,11.4,15.6,8.9,4,27847,6043,731,58.9,20.4,2,2
Eagle,Colorado,47,15,71.9,13.8,15.5,14.2,0.5,7789,1456,164,92.6,35.8,2,2
Elbert,Colorado,38,21.1,-1111.1,9.8,12.4,19.3,2.1,2823,1234,198,0,17.6,2,2
El Paso,Colorado,10,17.1,78.1,18,18.9,20.2,4,71691,47283,8166,55.5,59.6,1,2
Fremont,Colorado,49,20.9,79.3,15.1,23.5,25.6,4.8,6693,6614,1287,52.3,27.2,1,2
Garfield,Colorado,47,8.7,70.2,11.6,20.4,20.1,5.5,6788,3926,579,68.3,46.2,1,2
Gilpin,Colorado,37,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,534,154,48,0,0,1,1
Grand,Colorado,78,-1111.1,-1111.1,9.9,-1111.1,20.3,1.1,1874,1026,107,60.6,53,2,1
Gunnison,Colorado,80,-1111.1,-1111.1,6.8,13.9,-1111.1,1.1,2288,959,111,63.3,49.2,2,2
Hinsdale,Colorado,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,168,-2222,-2222,130.7,130.7,2,1
Huerfano,Colorado,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1576,1279,258,64.3,25.7,1,1
Jackson,Colorado,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,307,213,24,69.1,0,2,1
Jefferson,Colorado,2,13.9,74.9,14.2,20.8,20,4.1,61303,52187,6366,93.2,60.7,1,2
Kiowa,Colorado,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,324,304,28,0,0,2,2
Kit Carson,Colorado,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.5,1510,1128,118,39.3,13.1,1,2
Lake,Colorado,38,12.1,86.9,-1111.1,-1111.1,-1111.1,1.9,1460,518,110,38.8,51.7,2,2
La Plata,Colorado,28,12.1,67.8,8.7,16.5,20.9,1.4,6532,4428,621,94.8,67.4,1,2
Larimer,Colorado,11,13.6,75.8,12.8,18.4,20.7,3.5,33688,25197,3351,91.2,55.5,1,2
Las Animas,Colorado,87,-1111.1,-1111.1,20.5,-1111.1,-1111.1,11,3294,2545,554,64.7,38.8,2,1
Lincoln,Colorado,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,973,762,96,89,17.8,1,2
Logan,Colorado,58,25.7,81,25.3,22.6,31.6,6.2,3212,2921,491,53.1,38.6,1,2
Mesa,Colorado,16,17.9,76.8,18.3,24.1,20.4,3.9,18749,18626,2962,90.9,44.7,1,2
Mineral,Colorado,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,115,-2222,-2222,107.3,0,2,1
Moffat,Colorado,80,-1111.1,-1111.1,12.1,-1111.1,-1111.1,7.6,1966,1257,242,52.2,29.8,2,2
Montezuma,Colorado,42,16.1,84.4,17.8,-1111.1,22.5,5.7,4699,3404,555,84.8,40.4,1,2
Montrose,Colorado,31,28.6,76.8,18,21.3,21.4,4.2,6477,5422,709,72,56,2,2
Morgan,Colorado,34,34.4,77.4,25.6,21.9,24.4,4.2,5406,3414,471,64.3,35.7,1,2
Otero,Colorado,75,21.2,-1111.1,26.7,-1111.1,17.2,1.6,4282,3378,707,51.3,35.9,1,2
Ouray,Colorado,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,497,470,37,117.4,23.5,2,2
Park,Colorado,78,15.6,-1111.1,15.9,-1111.1,20.4,2.5,2169,1020,249,17.7,5.9,1,2
Phillips,Colorado,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,752,896,72,109,21.8,2,2
Pitkin,Colorado,37,8.4,-1111.1,4.2,7.2,14.2,2.1,1688,930,51,134.1,73.8,2,2
Prowers,Colorado,66,-1111.1,-1111.1,-1111.1,-1111.1,14.1,9.3,3277,1756,300,72,50.4,1,2
Pueblo,Colorado,6,22.7,78.8,22.6,28.8,24.2,9,26093,20918,5046,86.6,49.6,1,2
Rio Blanco,Colorado,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7,958,691,109,67,67,2,2
Rio Grande,Colorado,74,-1111.1,-1111.1,-1111.1,-1111.1,17,-1111.1,3061,1752,316,49.1,40.9,1,2
Routt,Colorado,37,10.8,-1111.1,10.9,16.3,16.9,0.7,2581,1126,158,107.9,42.2,2,2
Saguache,Colorado,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1673,676,124,14.2,0,1,2
San Juan,Colorado,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,155,54,12,0,0,2,1
San Miguel,Colorado,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,278,29,124.8,27.7,1,2
Sedgwick,Colorado,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.3,505,606,68,79.1,79.1,2,2
Summit,Colorado,37,10.2,-1111.1,7,11.4,17,0.6,3707,1041,104,116.5,48.2,2,2
Teller,Colorado,38,16.9,76.6,9.1,-1111.1,20.7,5.2,2930,1866,394,63.9,36.5,1,2
Washington,Colorado,81,-1111.1,-1111.1,11.4,-1111.1,-1111.1,-1111.1,935,817,62,0,21.6,2,1
Weld,Colorado,13,24.5,78.4,22,20.3,17.7,4.8,32985,16347,3033,55.9,23.1,1,2
Yuma,Colorado,82,-1111.1,89.5,13.8,-1111.1,-1111.1,3.7,1977,1510,130,112.4,30.6,2,2
Fairfield,Connecticut,2,20.6,70.3,16.3,24,16.4,5.1,87577,112954,11885,129.9,74.7,1,2
Hartford,Connecticut,2,21.1,70.6,19.2,25.2,18.3,6.3,95398,122061,18369,130,79.7,1,2
Litchfield,Connecticut,13,19.4,69.2,17.7,23.7,18.2,5.8,14599,25936,3558,77.3,51,1,2
Middlesex,Connecticut,11,18,73.5,18.8,25.2,18.3,5.2,11370,21120,2818,93.7,60.7,1,2
New Haven,Connecticut,2,25.4,70.5,21,25.4,20.1,7.3,92560,114109,17691,143.8,59,1,2
New London,Connecticut,9,20.3,72,19.3,25.3,21.3,6.6,23723,34186,5204,75,56.3,1,2
Tolland,Connecticut,11,17.8,73.3,18.7,20.2,18.7,4.2,11139,14365,1910,69.1,42.7,1,2
Windham,Connecticut,12,24.9,71.2,23.5,29.8,24.2,7.4,11524,13341,2836,57.8,31.9,1,2
Kent,Delaware,15,26.9,80.4,25.2,28.6,24.6,8.5,17333,14922,3232,50.7,32.6,1,2
New Castle,Delaware,9,23,78.2,20.5,25.8,22.1,6.6,51503,56658,9842,97.3,46.5,1,2
Sussex,Delaware,16,27.9,78.9,24.5,32.5,24.7,8.9,21623,30270,4295,63.4,14.2,1,2
Washington,District of Columbia,3,22.2,68.1,21.3,26.7,20.4,7.8,-2222,63403,10262,227.6,102.8,1,2
Alachua,Florida,6,23.3,73.7,17.5,23.1,22,7.1,33617,22087,4869,220.7,97.4,1,2
Baker,Florida,42,37.1,81.3,34.4,-1111.1,33.9,10.3,2735,1996,841,32.6,12.2,2,2
Bay,Florida,6,23.7,76.6,20.5,22.4,24.7,6.9,21318,20927,4534,56.9,37.1,1,2
Bradford,Florida,44,32.2,84.3,25.9,-1111.1,21.8,8.1,3409,2734,741,21.3,24.9,2,2
Brevard,Florida,4,23.7,76.4,20.3,31.5,27.8,8.8,58996,90785,12695,71,40.8,1,2
Broward,Florida,1,25.8,70.3,18.8,24.8,18.4,7.1,264560,217263,27629,75.5,43,1,2
Calhoun,Florida,67,-1111.1,-1111.1,17,-1111.1,-1111.1,4.8,2015,1685,459,45.1,30.1,2,2
Charlotte,Florida,13,22.9,73.2,23.1,37.6,19.9,9.1,15876,37662,3811,66.7,27.3,1,2
Citrus,Florida,6,28.7,71.9,17.6,38.9,21.8,11.6,16855,33560,3961,52.8,21.6,1,2
Clay,Florida,12,21.4,75.6,20.6,21.8,28.9,7.9,17984,15021,2731,70.7,41.5,1,2
Collier,Florida,16,21.3,73.4,19.8,29,17.6,8.4,35984,50728,3430,68.7,34.2,1,2
Columbia,Florida,8,30.4,-1111.1,24.8,-1111.1,26.3,10.4,9336,7749,2132,43.7,25,1,2
DeSoto,Florida,35,-1111.1,78.5,23.9,-1111.1,26,11.3,6924,4244,811,39.5,5.6,1,2
Dixie,Florida,75,-1111.1,-1111.1,25.3,-1111.1,-1111.1,7.4,2414,2139,651,13.7,13.7,1,1
Duval,Florida,3,24.2,77.6,24.4,29.4,21,6.5,108555,81079,17218,107.9,39.6,1,2
Escambia,Florida,5,27.9,72.7,27,33.3,26.5,8.4,43450,38777,8158,86.3,44.8,2,2
Flagler,Florida,26,21.8,65.6,14.1,34.3,19.5,9.7,6658,15089,1769,35.3,17,2,2
Franklin,Florida,71,-1111.1,-1111.1,11.9,-1111.1,-1111.1,2.7,1687,1578,303,59,9.8,1,1
Gadsden,Florida,53,-1111.1,-1111.1,29.4,-1111.1,21.4,16.6,9187,5314,1743,38.8,21.5,1,1
Gilchrist,Florida,42,25.3,-1111.1,-1111.1,-1111.1,-1111.1,8.9,2396,1994,532,6.1,0,1,2
Glades,Florida,43,-1111.1,96.4,-1111.1,-1111.1,-1111.1,6.9,1872,854,142,0,0,2,1
Gulf,Florida,41,-1111.1,-1111.1,-1111.1,-1111.1,23.5,10.1,1955,2268,462,57.2,35.8,1,2
Hamilton,Florida,67,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2415,1523,481,57.2,21.5,2,1
Hardee,Florida,69,-1111.1,-1111.1,-1111.1,-1111.1,18.2,-1111.1,6307,2782,673,24.7,10.6,1,1
Hendry,Florida,51,-1111.1,-1111.1,-1111.1,-1111.1,23.5,7.6,8529,3301,688,30.3,17.7,1,1
Hernando,Florida,6,29.9,71.5,21.5,26.3,24.3,10.3,18239,37156,5472,53.7,17,1,2
Highlands,Florida,24,28.2,72.4,20.7,42.7,21,9.6,15429,23512,2454,69.1,28.3,1,2
Hillsborough,Florida,3,25.5,77.1,21.9,22.8,24.1,8,159922,117391,24446,88.5,35.9,1,2
Holmes,Florida,72,31.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,3321,2896,850,41.5,10.4,2,2
Indian River,Florida,21,19.7,71.1,19,28,22.3,7.4,12963,30142,2509,82.4,44.3,1,2
Jackson,Florida,52,34.2,-1111.1,24.3,-1111.1,23.5,6.8,6703,6854,2068,49,22.5,2,2
Jefferson,Florida,67,16.4,-1111.1,18.4,-1111.1,16.3,6.3,1923,1810,423,41.4,13.8,2,1
Lafayette,Florida,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1190,603,130,25.1,12.6,1,1
Lake,Florida,16,23,72.2,21.4,34.4,24.4,7.8,31233,64659,6362,58.8,23.1,1,2
Lee,Florida,4,27.4,75.8,18.7,30.9,26.6,9.8,66178,95942,10168,58.4,31,1,2
Leon,Florida,6,20.6,77.4,16.2,19.6,20.1,4.6,32754,19717,3154,102.1,37.4,1,2
Levy,Florida,35,28.9,80.5,28.8,-1111.1,23.7,6.8,6477,5674,1351,31.6,13.2,2,2
Liberty,Florida,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.3,1042,711,243,0,12.9,1,1
Madison,Florida,67,-1111.1,83.3,-1111.1,-1111.1,-1111.1,17.2,3163,2637,690,36.7,10.5,1,1
Manatee,Florida,16,26.9,69.7,18.4,31.1,21.5,8.2,36466,50092,5484,66.8,29.7,1,2
Marion,Florida,6,26.1,76.1,23.7,35,25.2,9.4,41468,63902,8769,48.8,25.4,2,2
Martin,Florida,13,24.2,74.5,13.9,26.4,22.1,6.4,14138,32406,2453,77.3,49.4,1,2
Miami-Dade,Florida,1,34.6,79,19,24.2,17.6,8.1,485473,287005,34348,111.5,47.1,1,2
Monroe,Florida,21,21.2,73.1,20,26.3,26.4,7.2,10211,9717,1435,68.1,43.2,2,2
Nassau,Florida,20,24.5,73.7,28.2,-1111.1,24.2,9.8,6260,7843,1497,43.2,21.6,2,2
Okaloosa,Florida,15,19.3,73.3,20.7,28.5,22,7.6,21753,23096,3631,92.2,50.5,2,2
Okeechobee,Florida,36,39.6,79.9,28.2,-1111.1,-1111.1,8.5,7655,5966,1185,52.7,20.1,1,1
Orange,Florida,3,25.9,78.3,19.5,23.6,19.8,7.2,157645,91188,19222,90.5,34.1,1,2
Osceola,Florida,15,29,77.6,22.2,19.7,23,7.3,33602,20397,5164,43.6,13.4,1,2
Palm Beach,Florida,1,23.4,69.9,18.3,27.8,20.1,7.8,159195,228250,18435,82.9,51.2,1,2
Pasco,Florida,5,24.9,76.3,23.1,34.8,23.6,8.1,49412,75344,11748,50.8,18.6,1,2
Pinellas,Florida,3,24.2,72,19,28.4,22.5,8.5,109940,173134,24648,87.3,51.5,1,2
Polk,Florida,5,32.9,75.2,27.9,29.2,22.2,9.2,79871,79346,14262,54.3,22.3,1,2
Putnam,Florida,8,29.6,80.9,30.5,32.4,27,11.6,13304,11425,2795,43.5,15,1,2
St. Johns,Florida,16,22.2,76.4,16.8,27.3,20.1,6.4,12404,20433,2823,84.2,28.5,1,2
St. Lucie,Florida,6,25,76.2,23,34.7,28.3,10.4,29919,38041,6214,41,21.1,1,2
Santa Rosa,Florida,15,24.6,75.6,19.3,24.6,27.3,4.8,15347,14882,3139,65,20.3,2,2
Sarasota,Florida,10,21.6,72.7,18,28.5,20,6.4,31428,98574,7475,85.7,53,1,2
Seminole,Florida,10,19.4,78.9,16.3,24.8,23.3,6.3,49258,35452,5992,67,37.1,1,2
Sumter,Florida,35,22.9,86.4,32.6,-1111.1,14.4,12.9,8049,7170,1460,21.8,9.3,1,1
Suwannee,Florida,34,37.6,80.9,31.8,-1111.1,29.9,7.2,6295,6239,1426,15.5,15.5,2,1
Taylor,Florida,66,33.2,-1111.1,30.8,-1111.1,-1111.1,13.5,2972,2593,634,40.8,10.2,1,2
Union,Florida,69,-1111.1,-1111.1,21.2,-1111.1,-1111.1,4.4,1486,996,339,60.3,13.4,2,2
Volusia,Florida,5,27.2,75.3,21.9,31,29.1,9.2,64065,90841,13608,65.5,32.9,1,2
Wakulla,Florida,39,21.2,86,23,23,-1111.1,6.7,3482,2669,642,17.7,0,1,1
Walton,Florida,35,28.9,74.8,19.5,32.2,25.2,8.8,6954,4885,1172,29.8,11.9,2,2
Washington,Florida,72,35.4,80.2,32.7,-1111.1,20,13.4,3573,2947,918,35.9,22.4,2,2
Appling,Georgia,68,-1111.1,83.2,26.9,-1111.1,-1111.1,9.2,3525,1917,613,55.7,11.1,2,2
Atkinson,Georgia,67,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,1894,799,277,12.5,12.5,1,1
Bacon,Georgia,69,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.9,1915,1114,420,96.3,9.6,2,2
Baker,Georgia,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,966,341,98,0,0,1,1
Baldwin,Georgia,32,19.6,76.9,28.2,-1111.1,17.8,10.9,5693,4446,1772,90.6,35.4,2,2
Banks,Georgia,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,2550,1229,386,12.5,0,2,2
Barrow,Georgia,29,30.6,78.3,25.1,29.9,32.7,8.9,5988,4323,1212,33.4,11.7,1,2
Bartow,Georgia,20,26,79.5,30.8,27.7,29.3,10.2,11493,7591,2188,48.2,16.8,2,2
Ben Hill,Georgia,69,26.4,-1111.1,31.5,-1111.1,23.3,10.9,3539,2305,665,34.7,34.7,2,2
Berrien,Georgia,69,32,90.9,26.1,-1111.1,-1111.1,7.1,2946,2082,598,41.9,12,2,1
Bibb,Georgia,7,29,76.3,23.9,28.8,25,10.6,23769,20373,6141,179.4,44.5,2,2
Bleckley,Georgia,41,25.4,80.9,29.7,-1111.1,22.8,10.2,1529,1634,433,74.1,24.7,2,2
Brantley,Georgia,42,33.9,-1111.1,26.5,-1111.1,23.3,4.5,2404,1399,605,6.5,0,1,1
Brooks,Georgia,76,-1111.1,-1111.1,-1111.1,-1111.1,20.7,10.4,3534,1815,470,36.7,6.1,2,1
Bryan,Georgia,39,24.8,79.3,21.5,15.7,29.9,4.7,3010,2154,622,70.1,24.5,2,2
Bulloch,Georgia,53,24.9,80.2,26.4,27.8,22.3,7.9,9461,4684,1094,65.1,22.8,2,2
Burke,Georgia,68,40.8,77.3,38.6,-1111.1,21.4,11.1,4785,2228,763,55.8,17.2,2,2
Butts,Georgia,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.9,2666,2382,730,19,14.3,2,2
Calhoun,Georgia,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1189,877,224,67,16.7,1,2
Camden,Georgia,29,17.5,77.3,29.4,21.3,27.2,5.9,5760,2588,861,52.4,37.2,2,2
Candler,Georgia,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,1911,1198,356,29.1,19.4,2,2
Carroll,Georgia,23,24.7,80.5,29.8,-1111.1,19.2,6.4,13146,9842,2829,59.7,19.9,2,2
Catoosa,Georgia,28,32.8,81.9,27.6,-1111.1,28.9,11.2,6091,4676,957,51,9.9,2,2
Charlton,Georgia,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.7,1638,1061,388,37.1,0,1,2
Chatham,Georgia,7,26.2,75.6,21.3,26.1,20.9,9.2,35318,28304,5294,122.1,41.9,1,2
Chattahoochee,Georgia,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.9,1961,292,95,0,0,1,1
Chattooga,Georgia,65,29.5,-1111.1,24.2,-1111.1,-1111.1,10.3,3259,3569,991,30.1,22.6,2,2
Cherokee,Georgia,12,19,76.6,19.5,21.1,21,6.9,19336,10003,1764,36.4,15.2,1,2
Clarke,Georgia,8,23.8,73.5,25,24.1,16.7,6.6,17193,8647,2074,92.9,47.9,2,2
Clay,Georgia,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,805,505,103,61.7,30.8,2,2
Clayton,Georgia,15,26.8,82.1,26,27,23.6,5.8,42397,16655,6586,37.7,21.6,1,2
Clinch,Georgia,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.5,1172,697,340,42.9,14.3,2,1
Cobb,Georgia,2,17.2,73.9,19.5,23.6,16.5,5.8,95581,49249,7852,65.7,36.9,1,2
Coffee,Georgia,52,41.1,84.1,35.2,35.6,27.1,9.6,8018,3641,1323,65.5,22.7,1,2
Colquitt,Georgia,53,31.1,-1111.1,29.2,28,32.3,9.1,9180,5085,1189,50.1,25,1,1
Columbia,Georgia,46,20.7,77.3,20.6,21.1,19.7,5.7,9706,8520,1506,155.1,40.5,2,2
Cook,Georgia,69,-1111.1,-1111.1,30.8,-1111.1,21.5,10.7,3254,1937,511,61.1,18.3,2,2
Coweta,Georgia,20,28,74.3,24.7,23.9,18.9,8,10638,8286,1910,47.3,20.9,2,2
Crawford,Georgia,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.7,1919,622,275,46.6,0,2,2
Crisp,Georgia,69,-1111.1,83.6,-1111.1,-1111.1,18.3,10.3,4715,2681,720,86.3,31.8,1,2
Dade,Georgia,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,2008,2013,469,43.6,12.5,1,2
Dawson,Georgia,39,-1111.1,-1111.1,20.9,-1111.1,-1111.1,8.2,1999,1791,396,55.7,10.1,2,2
Decatur,Georgia,52,26.4,74.2,24.5,-1111.1,19.7,6.1,5821,3366,896,66.4,28,1,2
DeKalb,Georgia,3,22.7,72.8,21.7,22.4,16.4,5.3,107552,50053,10824,139.5,39.7,1,2
Dodge,Georgia,44,33.4,82.8,30.1,31.6,23.9,13,3146,2188,736,66.4,20.4,2,2
Dooly,Georgia,67,-1111.1,-1111.1,18.8,-1111.1,-1111.1,3.1,2412,1314,373,34,17,1,2
Dougherty,Georgia,8,34.4,81.4,26.6,32.3,24.1,9.7,18316,11162,2964,112.8,42.2,1,2
Douglas,Georgia,46,23.8,85.6,24.8,17.9,20.2,7.3,11965,7559,1827,48.8,25.7,2,2
Early,Georgia,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,2831,1662,367,33.2,16.6,1,2
Echols,Georgia,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,892,111,38,0,0,2,1
Effingham,Georgia,29,32.1,80.4,26.8,21.3,25.6,11.5,4913,2911,835,29.8,4.3,2,1
Elbert,Georgia,76,35.3,82.6,28.5,-1111.1,28.1,7.8,3158,3071,949,48.1,24,1,2
Emanuel,Georgia,68,-1111.1,82.6,-1111.1,-1111.1,23.5,12.9,4964,2860,974,45.2,22.6,1,1
Evans,Georgia,69,-1111.1,89.1,-1111.1,-1111.1,-1111.1,-1111.1,2327,1297,347,69.9,26.2,2,2
Fannin,Georgia,65,28.6,76.3,29.7,-1111.1,31.1,8,3275,3793,852,64,18.3,1,2
Fayette,Georgia,46,16.4,64.4,19.3,-1111.1,14.5,6.2,10473,8857,960,112.2,49.9,2,2
Floyd,Georgia,24,30.1,79.2,30.3,34.4,22.6,11.1,13071,12058,3154,148.6,34,2,2
Forsyth,Georgia,17,16.3,73.3,16.2,20.3,17.6,3.7,12676,6644,924,25.6,11.4,1,2
Franklin,Georgia,65,29.5,85.4,20.2,-1111.1,24.2,7.1,2971,3520,806,55.6,23.2,1,2
Fulton,Georgia,3,21,74,21.3,22.5,16.8,5,122672,60684,11782,151.3,62.7,1,2
Gilmer,Georgia,41,33.4,83.6,16.1,-1111.1,31.2,8.7,4572,3498,848,51.2,18.3,1,2
Glascock,Georgia,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,329,468,101,37,0,1,1
Glynn,Georgia,22,24.2,73.4,27.8,23.4,23.5,11,10982,9412,1998,75.1,43.1,2,2
Gordon,Georgia,29,25.3,83.4,24,-1111.1,28.9,4.7,7242,5042,1448,61.7,25.9,2,2
Grady,Georgia,69,34,82.1,28.3,-1111.1,27.5,9.6,4986,2720,800,36.8,16.3,2,2
Greene,Georgia,69,-1111.1,-1111.1,-1111.1,-1111.1,14.6,8.8,2612,2210,548,63.7,19.1,1,2
Gwinnett,Georgia,2,22.7,76.3,19.2,20.2,19.8,5.5,92558,32496,5263,53.1,27.7,1,2
Habersham,Georgia,28,31.2,74.5,20.8,26.6,25,6.5,5281,5157,934,50.5,30.3,2,2
Hall,Georgia,14,28.2,75.7,24.8,27.4,20.9,7.9,23560,14391,2882,65.8,33.2,1,2
Hancock,Georgia,67,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1607,1163,364,20.7,0,1,1
Haralson,Georgia,41,30.7,-1111.1,23.1,-1111.1,-1111.1,17.1,3792,3417,1004,52.9,17.6,1,1
Harris,Georgia,39,24.5,88.7,15.7,-1111.1,18.3,7,2815,2486,485,50.4,14.4,2,2
Hart,Georgia,65,24.1,-1111.1,21.8,-1111.1,29.2,10.6,2884,2976,551,49.9,16.6,1,2
Heard,Georgia,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1709,938,320,0,8.8,1,1
Henry,Georgia,46,19.5,79.1,25.8,20.4,21.6,7.5,13976,10582,2319,58.4,16.1,2,2
Houston,Georgia,15,21.7,81.2,24,33.3,25,9.7,13800,10864,2282,62.6,38.8,2,2
Irwin,Georgia,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.9,1868,1057,267,19.8,9.9,1,2
Jackson,Georgia,32,28.7,80.1,22.1,27.3,21.7,7.3,6189,4889,1348,32.5,11.5,2,2
Jasper,Georgia,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1719,1171,302,30.4,15.2,2,1
Jeff Davis,Georgia,69,-1111.1,86.4,-1111.1,-1111.1,-1111.1,11.7,2495,1492,579,45.9,15.3,2,2
Jefferson,Georgia,68,-1111.1,87.5,-1111.1,-1111.1,12.8,8.8,3551,2379,706,59.1,17.7,2,2
